"NAME","ITEM","zip"
"SAMPLE_736","ABC0736",1846
"SAMPLE_737","ABC0737",1847
"SAMPLE_738","ABC0738",1848
"SAMPLE_739","ABC0739",1849
"SAMPLE_740","ABC0740",1850
"SAMPLE_741","ABC0741",1851
"SAMPLE_742","ABC0742",1852
"SAMPLE_743","ABC0743",1853
"SAMPLE_744","ABC0744",1854
"SAMPLE_745","ABC0745",1855
"SAMPLE_746","ABC0746",1856
"SAMPLE_747","ABC0747",1857
"SAMPLE_748","ABC0748",1858
"SAMPLE_749","ABC0749",1859
"SAMPLE_750","ABC0750",1860
"SAMPLE_751","ABC0751",1861
"SAMPLE_752","ABC0752",1862
"SAMPLE_753","ABC0753",1863
"SAMPLE_754","ABC0754",1864
"SAMPLE_755","ABC0755",1865
"SAMPLE_756","ABC0756",1866
"SAMPLE_757","ABC0757",1867
"SAMPLE_758","ABC0758",1868
"SAMPLE_759","ABC0759",1869
"SAMPLE_760","ABC0760",1870
"SAMPLE_761","ABC0761",1871
"SAMPLE_762","ABC0762",1872
"SAMPLE_763","ABC0763",1873
"SAMPLE_764","ABC0764",1874
"SAMPLE_765","ABC0765",1875
"SAMPLE_766","ABC0766",1876
"SAMPLE_767","ABC0767",1877
"SAMPLE_768","ABC0768",1878
"SAMPLE_769","ABC0769",1879
"SAMPLE_770","ABC0770",1880
"SAMPLE_771","ABC0771",1881
"SAMPLE_772","ABC0772",1882
"SAMPLE_773","ABC0773",1883
"SAMPLE_774","ABC0774",1884
"SAMPLE_775","ABC0775",1885
"SAMPLE_776","ABC0776",1886
"SAMPLE_777","ABC0777",1887
"SAMPLE_778","ABC0778",1888
"SAMPLE_779","ABC0779",1889
"SAMPLE_780","ABC0780",1890
"SAMPLE_781","ABC0781",1891
"SAMPLE_782","ABC0782",1892
"SAMPLE_783","ABC0783",1893
"SAMPLE_784","ABC0784",1894
"SAMPLE_785","ABC0785",1895
"SAMPLE_786","ABC0786",1896
"SAMPLE_787","ABC0787",1897
"SAMPLE_788","ABC0788",1898
"SAMPLE_789","ABC0789",1899
"SAMPLE_790","ABC0790",1900
"SAMPLE_791","ABC0791",1901
"SAMPLE_792","ABC0792",1902
"SAMPLE_793","ABC0793",1903
"SAMPLE_794","ABC0794",1904
"SAMPLE_795","ABC0795",1905
"SAMPLE_796","ABC0796",1906
"SAMPLE_797","ABC0797",1907
"SAMPLE_798","ABC0798",1908
"SAMPLE_799","ABC0799",1909
"SAMPLE_800","ABC0800",1910
"SAMPLE_801","ABC0801",1911
"SAMPLE_802","ABC0802",1912
"SAMPLE_803","ABC0803",1913
"SAMPLE_804","ABC0804",1914
"SAMPLE_805","ABC0805",1915
"SAMPLE_806","ABC0806",1916
"SAMPLE_807","ABC0807",1917
"SAMPLE_808","ABC0808",1918
"SAMPLE_809","ABC0809",1919
"SAMPLE_810","ABC0810",1920
"SAMPLE_811","ABC0811",1921
"SAMPLE_812","ABC0812",1922
"SAMPLE_813","ABC0813",1923
"SAMPLE_814","ABC0814",1924
"SAMPLE_815","ABC0815",1925
"SAMPLE_816","ABC0816",1926
"SAMPLE_817","ABC0817",1927
"SAMPLE_818","ABC0818",1928
"SAMPLE_819","ABC0819",1929
"SAMPLE_820","ABC0820",1930
"SAMPLE_821","ABC0821",1931
"SAMPLE_822","ABC0822",1932
"SAMPLE_823","ABC0823",1933
"SAMPLE_824","ABC0824",1934
"SAMPLE_825","ABC0825",1935
"SAMPLE_826","ABC0826",1936
"SAMPLE_827","ABC0827",1937
"SAMPLE_828","ABC0828",1938
"SAMPLE_829","ABC0829",1939
"SAMPLE_830","ABC0830",1940
"SAMPLE_831","ABC0831",1941
"SAMPLE_832","ABC0832",1942
"SAMPLE_833","ABC0833",1943
"SAMPLE_834","ABC0834",1944
"SAMPLE_835","ABC0835",1945
"SAMPLE_836","ABC0836",1946
"SAMPLE_837","ABC0837",1947
"SAMPLE_838","ABC0838",1948
"SAMPLE_839","ABC0839",1949
"SAMPLE_840","ABC0840",1950
"SAMPLE_841","ABC0841",1951
"SAMPLE_842","ABC0842",1952
"SAMPLE_843","ABC0843",1953
"SAMPLE_844","ABC0844",1954
"SAMPLE_845","ABC0845",1955
"SAMPLE_846","ABC0846",1956
"SAMPLE_847","ABC0847",1957
"SAMPLE_848","ABC0848",1958
"SAMPLE_849","ABC0849",1959
"SAMPLE_850","ABC0850",1960
"SAMPLE_851","ABC0851",1961
"SAMPLE_852","ABC0852",1962
"SAMPLE_853","ABC0853",1963
"SAMPLE_854","ABC0854",1964
"SAMPLE_855","ABC0855",1965
"SAMPLE_856","ABC0856",1966
"SAMPLE_857","ABC0857",1967
"SAMPLE_858","ABC0858",1968
"SAMPLE_859","ABC0859",1969
"SAMPLE_860","ABC0860",1970
"SAMPLE_861","ABC0861",1971
"SAMPLE_862","ABC0862",1972
"SAMPLE_863","ABC0863",1973
"SAMPLE_864","ABC0864",1974
"SAMPLE_865","ABC0865",1975
"SAMPLE_866","ABC0866",1976
"SAMPLE_867","ABC0867",1977
"SAMPLE_868","ABC0868",1978
"SAMPLE_869","ABC0869",1979
"SAMPLE_870","ABC0870",1980
"SAMPLE_871","ABC0871",1981
"SAMPLE_872","ABC0872",1982
"SAMPLE_873","ABC0873",1983
"SAMPLE_874","ABC0874",1984
"SAMPLE_875","ABC0875",1985
"SAMPLE_876","ABC0876",1986
"SAMPLE_877","ABC0877",1987
"SAMPLE_878","ABC0878",1988
"SAMPLE_879","ABC0879",1989
"SAMPLE_880","ABC0880",1990
"SAMPLE_881","ABC0881",1991
"SAMPLE_882","ABC0882",1992
"SAMPLE_883","ABC0883",1993
"SAMPLE_884","ABC0884",1994
"SAMPLE_885","ABC0885",1995
"SAMPLE_886","ABC0886",1996
"SAMPLE_887","ABC0887",1997
"SAMPLE_888","ABC0888",1998
"SAMPLE_889","ABC0889",1999
"SAMPLE_890","ABC0890",2000
"SAMPLE_891","ABC0891",2001
"SAMPLE_892","ABC0892",2002
"SAMPLE_893","ABC0893",2003
"SAMPLE_894","ABC0894",2004
"SAMPLE_895","ABC0895",2005
"SAMPLE_896","ABC0896",2006
"SAMPLE_897","ABC0897",2007
"SAMPLE_898","ABC0898",2008
"SAMPLE_899","ABC0899",2009
"SAMPLE_900","ABC0900",2010
"SAMPLE_901","ABC0901",2011
"SAMPLE_902","ABC0902",2012
"SAMPLE_903","ABC0903",2013
"SAMPLE_904","ABC0904",2014
"SAMPLE_905","ABC0905",2015
"SAMPLE_906","ABC0906",2016
"SAMPLE_907","ABC0907",2017
"SAMPLE_908","ABC0908",2018
"SAMPLE_909","ABC0909",2019
"SAMPLE_910","ABC0910",2020
"SAMPLE_911","ABC0911",2021
"SAMPLE_912","ABC0912",2022
"SAMPLE_913","ABC0913",2023
"SAMPLE_914","ABC0914",2024
"SAMPLE_915","ABC0915",2025
"SAMPLE_916","ABC0916",2026
"SAMPLE_917","ABC0917",2027
"SAMPLE_918","ABC0918",2028
"SAMPLE_919","ABC0919",2029
"SAMPLE_920","ABC0920",2030
"SAMPLE_921","ABC0921",2031
"SAMPLE_922","ABC0922",2032
"SAMPLE_923","ABC0923",2033
"SAMPLE_924","ABC0924",2034
"SAMPLE_925","ABC0925",2035
"SAMPLE_926","ABC0926",2036
"SAMPLE_927","ABC0927",2037
"SAMPLE_928","ABC0928",2038
"SAMPLE_929","ABC0929",2039
"SAMPLE_930","ABC0930",2040
"SAMPLE_931","ABC0931",2041
"SAMPLE_932","ABC0932",2042
"SAMPLE_933","ABC0933",2043
"SAMPLE_934","ABC0934",2044
"SAMPLE_935","ABC0935",2045
"SAMPLE_936","ABC0936",2046
"SAMPLE_937","ABC0937",2047
"SAMPLE_938","ABC0938",2048
"SAMPLE_939","ABC0939",2049
"SAMPLE_940","ABC0940",2050
"SAMPLE_941","ABC0941",2051
"SAMPLE_942","ABC0942",2052
"SAMPLE_943","ABC0943",2053
"SAMPLE_944","ABC0944",2054
"SAMPLE_945","ABC0945",2055
"SAMPLE_946","ABC0946",2056
"SAMPLE_947","ABC0947",2057
"SAMPLE_948","ABC0948",2058
"SAMPLE_949","ABC0949",2059
"SAMPLE_950","ABC0950",2060
"SAMPLE_951","ABC0951",2061
"SAMPLE_952","ABC0952",2062
"SAMPLE_953","ABC0953",2063
"SAMPLE_954","ABC0954",2064
"SAMPLE_955","ABC0955",2065
"SAMPLE_956","ABC0956",2066
"SAMPLE_957","ABC0957",2067
"SAMPLE_958","ABC0958",2068
"SAMPLE_959","ABC0959",2069
"SAMPLE_960","ABC0960",2070
"SAMPLE_961","ABC0961",2071
"SAMPLE_962","ABC0962",2072
"SAMPLE_963","ABC0963",2073
"SAMPLE_964","ABC0964",2074
"SAMPLE_965","ABC0965",2075
"SAMPLE_966","ABC0966",2076
"SAMPLE_967","ABC0967",2077
"SAMPLE_968","ABC0968",2078
"SAMPLE_969","ABC0969",2079
"SAMPLE_970","ABC0970",2080
"SAMPLE_971","ABC0971",2081
"SAMPLE_972","ABC0972",2082
"SAMPLE_973","ABC0973",2083
"SAMPLE_974","ABC0974",2084
"SAMPLE_975","ABC0975",2085
"SAMPLE_976","ABC0976",2086
"SAMPLE_977","ABC0977",2087
"SAMPLE_978","ABC0978",2088
"SAMPLE_979","ABC0979",2089
"SAMPLE_980","ABC0980",2090
"SAMPLE_981","ABC0981",2091
"SAMPLE_982","ABC0982",2092
"SAMPLE_983","ABC0983",2093
"SAMPLE_984","ABC0984",2094
"SAMPLE_985","ABC0985",2095
"SAMPLE_986","ABC0986",2096
"SAMPLE_987","ABC0987",2097
"SAMPLE_988","ABC0988",2098
"SAMPLE_989","ABC0989",2099
"SAMPLE_990","ABC0990",2100
"SAMPLE_991","ABC0991",2101
"SAMPLE_992","ABC0992",2102
"SAMPLE_993","ABC0993",2103
"SAMPLE_994","ABC0994",2104
"SAMPLE_995","ABC0995",2105
"SAMPLE_996","ABC0996",2106
"SAMPLE_997","ABC0997",2107
"SAMPLE_998","ABC0998",2108
"SAMPLE_999","ABC0999",2109
"SAMPLE_1000","ABC1000",2110
